revision,effective_date,change,ch99_code,authority,rate_pct,description
rev_9,2025-04-05,suspended,9903.01.75,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_9,2025-04-05,suspended,9903.01.76,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_10,2025-04-09,suspended,9903.01.43,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_10,2025-04-09,suspended,9903.01.44,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_10,2025-04-09,suspended,9903.01.45,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_10,2025-04-09,suspended,9903.01.46,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_10,2025-04-09,suspended,9903.01.47,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_10,2025-04-09,suspended,9903.01.48,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_10,2025-04-09,suspended,9903.01.49,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_10,2025-04-09,suspended,9903.01.50,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_10,2025-04-09,suspended,9903.01.51,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_10,2025-04-09,suspended,9903.01.52,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_10,2025-04-09,suspended,9903.01.53,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_10,2025-04-09,suspended,9903.01.54,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_10,2025-04-09,suspended,9903.01.55,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_10,2025-04-09,suspended,9903.01.56,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_10,2025-04-09,suspended,9903.01.57,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_10,2025-04-09,suspended,9903.01.58,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_10,2025-04-09,suspended,9903.01.59,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_10,2025-04-09,suspended,9903.01.60,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_10,2025-04-09,suspended,9903.01.61,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_10,2025-04-09,suspended,9903.01.62,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_10,2025-04-09,suspended,9903.01.64,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_10,2025-04-09,suspended,9903.01.65,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_10,2025-04-09,suspended,9903.01.66,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_10,2025-04-09,suspended,9903.01.67,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_10,2025-04-09,suspended,9903.01.68,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_10,2025-04-09,suspended,9903.01.69,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_10,2025-04-09,suspended,9903.01.70,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_10,2025-04-09,suspended,9903.01.71,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_10,2025-04-09,suspended,9903.01.72,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_10,2025-04-09,suspended,9903.01.73,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_10,2025-04-09,suspended,9903.01.74,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_10,2025-04-09,suspended,9903.01.75,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_10,2025-04-09,suspended,9903.01.76,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_10,2025-04-09,suspended,9903.88.16,section_301,NA,"Articles the product of China, as provided for in U.S. note 20(t) to this subchapter and as provided for in the subheadings enumerated in U.S. note 20(u) <b>[Compiler's note: provision suspended.]</b>"
rev_11,2025-04-11,added,9903.94.05,section_232,25,"Except for 9903.94.06, effective with respect to entries on or after May 3, 2025, automobile parts, as provided for in subdivision (g) of U.S. note 33 to this subchapter"
rev_11,2025-04-11,added,9903.94.06,section_232,NA,"Effective with respect to entries on or after May 3, 2025, articles provided for in subdivision (h) of U.S. note 33 to this subchapter."
rev_11,2025-04-11,suspended,9903.01.43,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_11,2025-04-11,suspended,9903.01.44,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_11,2025-04-11,suspended,9903.01.45,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_11,2025-04-11,suspended,9903.01.46,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_11,2025-04-11,suspended,9903.01.47,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_11,2025-04-11,suspended,9903.01.48,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_11,2025-04-11,suspended,9903.01.49,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_11,2025-04-11,suspended,9903.01.50,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_11,2025-04-11,suspended,9903.01.51,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_11,2025-04-11,suspended,9903.01.52,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_11,2025-04-11,suspended,9903.01.53,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_11,2025-04-11,suspended,9903.01.54,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_11,2025-04-11,suspended,9903.01.55,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_11,2025-04-11,suspended,9903.01.56,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_11,2025-04-11,suspended,9903.01.57,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_11,2025-04-11,suspended,9903.01.58,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_11,2025-04-11,suspended,9903.01.59,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_11,2025-04-11,suspended,9903.01.60,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_11,2025-04-11,suspended,9903.01.61,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_11,2025-04-11,suspended,9903.01.62,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_11,2025-04-11,suspended,9903.01.64,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_11,2025-04-11,suspended,9903.01.65,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_11,2025-04-11,suspended,9903.01.66,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_11,2025-04-11,suspended,9903.01.67,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_11,2025-04-11,suspended,9903.01.68,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_11,2025-04-11,suspended,9903.01.69,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_11,2025-04-11,suspended,9903.01.70,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_11,2025-04-11,suspended,9903.01.71,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_11,2025-04-11,suspended,9903.01.72,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_11,2025-04-11,suspended,9903.01.73,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_11,2025-04-11,suspended,9903.01.74,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_11,2025-04-11,suspended,9903.01.75,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_11,2025-04-11,suspended,9903.01.76,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_11,2025-04-11,suspended,9903.88.16,section_301,NA,"Articles the product of China, as provided for in U.S. note 20(t) to this subchapter and as provided for in the subheadings enumerated in U.S. note 20(u) [Compiler's note: provision suspended.]"
rev_12,2025-04-14,rate_change,9903.01.63,other,34,125% -> 34%
rev_12,2025-04-14,suspended,9903.01.63,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 10, 2025, except for products described in hea"
rev_14,2025-05-02,added,9903.81.94,section_232,25,"Except for derivative iron or steel products described in headings 9903.81.96, 9903.81.97 or 9903.81.98, products of iron or steel of the United Kingdom provided for in the tariff headings or subheadings enumerated in subdivision (q) of note 16 to this subchapter"
rev_14,2025-05-02,added,9903.81.95,section_232,25,"Products of iron or steel of the United Kingdom provided for in the tariff headings or subheadings enumerated in subdivision (q) of note 16 to this subchapter, admitted to a U.S. foreign trade zone under “privileged foreign status” as defined by 19 CFR 146.41, prior to 12:01 a.m. eastern daylight time on June 4, 2025"
rev_14,2025-05-02,added,9903.81.96,section_232,25,Derivative iron or steel products of the United Kingdom provided for in the tariff subheadings enumerated in subdivision (s) of note 16 to this subchapter
rev_14,2025-05-02,added,9903.81.97,section_232,25,"Except as provided in heading 9903.81.92, derivative iron or steel products of the United Kingdom provided for in the tariff subheadings enumerated in subdivision (t) of note 16 to this subchapter"
rev_14,2025-05-02,added,9903.81.98,section_232,25,"Except as provided in heading 9903.81.92, derivative iron or steel products of the United Kingdom provided for in the tariff subheadings enumerated in subdivision (u) of note 16 to this subchapter"
rev_14,2025-05-02,added,9903.81.99,section_232,25,"Except as provided in headings 9903.81.98 or 9903.81.92, derivative products of iron or steel of the United Kingdom, as specified in subdivisions (s) and (t) of note 16 to this subchapter, admitted to a U.S.foreign trade zone under ‘‘privileged foreign status’’ as defined by 19 CFR 146.41, prior to 12:01 a.m. eastern daylight time on June 4, 2025"
rev_14,2025-05-02,added,9903.85.12,section_232,25,"Except as provided in headings 9903.85.67 or 9903.85.69, products of aluminum of the United Kingdom provided for in the tariff headings or subheadings enumerated in subdivision (o) of note 19 to this subchapter"
rev_14,2025-05-02,added,9903.85.13,section_232,25,"Except as provided in headings 9903.85.68 or 9903.85.70, derivative aluminum products of the United Kingdom provided for in the tariff headings or subheadings enumerated in subdivision (q) of note 19 to this subchapter"
rev_14,2025-05-02,added,9903.85.14,section_232,25,"Except as provided in headings 9903.85.09, 9903.85.68 or 9903.85.70, derivative aluminum products of the United Kingdom, provided for in the tariff provisions enumerated in subdivision (r) of note 19 to thissubchapter"
rev_14,2025-05-02,added,9903.85.15,section_232,NA,"Except as provided in heading 9903.85.09, 9903.85.68 or 9903.85.70, derivative aluminum products, provided for in the tariff provisions enumerated in subdivision (s) of note 19 to this subchapter"
rev_14,2025-05-02,rate_change,9903.81.87,section_232,50,25% -> 50%
rev_14,2025-05-02,rate_change,9903.81.88,section_232,50,25% -> 50%
rev_14,2025-05-02,rate_change,9903.81.89,section_232,50,25% -> 50%
rev_14,2025-05-02,rate_change,9903.81.90,section_232,50,25% -> 50%
rev_14,2025-05-02,rate_change,9903.81.93,section_232,50,25% -> 50%
rev_14,2025-05-02,rate_change,9903.85.02,section_232,50,25% -> 50%
rev_14,2025-05-02,rate_change,9903.85.04,section_232,50,25% -> 50%
rev_14,2025-05-02,rate_change,9903.85.07,section_232,50,25% -> 50%
rev_14,2025-05-02,suspended,9903.01.43,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_14,2025-05-02,suspended,9903.01.44,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_14,2025-05-02,suspended,9903.01.45,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_14,2025-05-02,suspended,9903.01.46,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_14,2025-05-02,suspended,9903.01.47,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_14,2025-05-02,suspended,9903.01.48,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_14,2025-05-02,suspended,9903.01.49,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_14,2025-05-02,suspended,9903.01.50,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_14,2025-05-02,suspended,9903.01.51,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_14,2025-05-02,suspended,9903.01.52,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_14,2025-05-02,suspended,9903.01.53,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_14,2025-05-02,suspended,9903.01.54,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_14,2025-05-02,suspended,9903.01.55,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_14,2025-05-02,suspended,9903.01.56,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_14,2025-05-02,suspended,9903.01.57,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_14,2025-05-02,suspended,9903.01.58,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_14,2025-05-02,suspended,9903.01.59,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_14,2025-05-02,suspended,9903.01.60,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_14,2025-05-02,suspended,9903.01.61,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_14,2025-05-02,suspended,9903.01.62,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_14,2025-05-02,suspended,9903.01.63,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 10, 2025, except for products described in hea"
rev_14,2025-05-02,suspended,9903.01.64,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_14,2025-05-02,suspended,9903.01.65,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_14,2025-05-02,suspended,9903.01.66,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_14,2025-05-02,suspended,9903.01.67,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_14,2025-05-02,suspended,9903.01.68,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_14,2025-05-02,suspended,9903.01.69,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_14,2025-05-02,suspended,9903.01.70,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_14,2025-05-02,suspended,9903.01.71,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_14,2025-05-02,suspended,9903.01.72,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_14,2025-05-02,suspended,9903.01.73,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_14,2025-05-02,suspended,9903.01.74,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_14,2025-05-02,suspended,9903.01.75,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_14,2025-05-02,suspended,9903.01.76,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_14,2025-05-02,suspended,9903.88.16,section_301,NA,"Articles the product of China, as provided for in U.S. note 20(t) to this subchapter and as provided for in the subheadings enumerated in U.S. note 20(u) <b>[Compiler's note: provision suspended.]</b>"
rev_15,2025-05-14,suspended,9903.01.43,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_15,2025-05-14,suspended,9903.01.44,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_15,2025-05-14,suspended,9903.01.45,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_15,2025-05-14,suspended,9903.01.46,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_15,2025-05-14,suspended,9903.01.47,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_15,2025-05-14,suspended,9903.01.48,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_15,2025-05-14,suspended,9903.01.49,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_15,2025-05-14,suspended,9903.01.50,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_15,2025-05-14,suspended,9903.01.51,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_15,2025-05-14,suspended,9903.01.52,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_15,2025-05-14,suspended,9903.01.53,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_15,2025-05-14,suspended,9903.01.54,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_15,2025-05-14,suspended,9903.01.55,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_15,2025-05-14,suspended,9903.01.56,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_15,2025-05-14,suspended,9903.01.57,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_15,2025-05-14,suspended,9903.01.58,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_15,2025-05-14,suspended,9903.01.59,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_15,2025-05-14,suspended,9903.01.60,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_15,2025-05-14,suspended,9903.01.61,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_15,2025-05-14,suspended,9903.01.62,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
rev_15,2025-05-14,suspended,9903.01.63,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 10, 2025, except for products described in hea"
rev_15,2025-05-14,suspended,9903.01.64,other,NA,"Except for goods loaded onto a vessel at the port of loading and in transit on the final mode of transit before 12:01 a.m. eastern daylight time on April 9, 2025, except for products described in head"
